0	1.250916	4374.541969	3497.070751
1	1.250916	4374.541969	3497.070751
2	1.276497	4361.751456	3416.969373
3	1.303981	4348.009293	3334.410481
4	1.359610	4320.195030	3177.525333
5	1.393380	4303.310067	3088.396905
6	1.423791	4288.104706	3011.752390
7	1.469686	4265.156843	2902.086521
8	1.505849	4247.075463	2820.385879
9	1.525885	4237.057459	2776.786736
10	1.561538	4219.230811	2701.970616
11	1.590451	4204.774584	2643.762699
12	1.621281	4189.359563	2583.981364
13	1.654122	4172.939138	2522.752150
14	1.687097	4156.451670	2463.671330
15	1.703083	4148.458356	2435.851720
16	1.730347	4134.826586	2389.594108
17	1.762341	4118.829702	2337.136027
18	1.791263	4104.368724	2291.327265
19	1.826669	4086.665628	2237.223164
20	1.848360	4075.819998	2205.100732
21	1.875337	4062.331567	2166.187654
22	1.896443	4051.778367	2136.514412
23	1.921767	4039.116459	2101.772112
24	1.959654	4020.173131	2051.471161
25	1.978061	4010.969648	2027.728289
26	2.016775	3991.612321	1979.205224
27	2.053441	3973.279365	1934.936938
28	2.081513	3959.243686	1902.099288
29	2.114896	3942.551841	1864.182091
30	2.161850	3919.074891	1812.833683
31	2.214703	3892.648485	1757.639029
32	2.243037	3878.481466	1729.120539
33	2.283031	3858.484292	1690.070608
34	2.351131	3824.434568	1626.636198
35	2.403687	3798.156528	1580.137770
36	2.476689	3761.655390	1518.824146
37	2.532078	3733.961141	1474.662928
38	2.633632	3683.183913	1398.518726
39	2.727263	3636.368583	1333.339984
40	2.862009	3568.995371	1247.024398
41	3.027152	3486.423860	1151.717370
42	3.215625	3392.187335	1054.907518
43	3.700304	3149.847824	851.240202
44	5.045597	2477.201271	490.962922
45	6.190146	1904.927051	307.735404
46	6.606026	1696.986828	256.884659
47	6.866739	1566.630613	228.147693
48	7.047273	1476.363347	209.494266
49	7.310070	1344.965239	183.988023
50	7.745171	1127.414375	145.563518
51	7.842345	1078.827291	137.564368
52	7.793523	1103.238566	141.558392
53	7.959748	1020.126190	128.160620
54	7.910944	1044.528205	132.035855
55	8.028407	985.796305	122.788526
56	8.029197	985.401698	122.727310
57	8.076082	961.959063	119.112099
58	8.088346	955.827028	118.173361
59	8.034593	982.703540	122.309064
60	8.057658	971.171080	120.527714
61	8.126833	936.583410	115.245802
62	8.145929	927.035612	113.803550
63	8.151738	924.130916	113.366119
64	8.160698	919.650815	112.692661
65	8.158229	920.885492	112.878112
66	8.137423	931.288567	114.445148
67	8.063926	968.037191	120.045402
68	8.108110	945.944887	116.666506
69	8.047995	976.002556	121.272760
70	8.068266	965.866792	119.711812
71	8.198557	900.721325	109.863393
72	8.187701	906.149393	110.672015
73	8.246977	876.511642	106.282784
74	8.175608	912.195979	111.575307
75	8.207273	896.363313	109.215725
76	8.255687	872.156656	105.643139
77	8.225678	887.161175	107.852655
78	8.284996	857.501931	103.500583
79	8.278207	860.896543	103.995533
80	8.086674	956.663169	118.301196
81	8.194036	902.982035	110.199912
82	8.194960	902.519975	110.131101
83	8.254222	872.888993	105.750608
84	8.259232	870.384153	105.383186
85	8.299233	850.383263	102.465278
86	8.296352	851.823924	102.674514
87	8.224270	887.864913	107.956681
88	8.305308	847.345799	102.024604
89	8.320542	839.729225	100.922424
90	8.327045	836.477270	100.453069
91	8.279055	860.472710	103.933692
92	8.318693	840.653598	101.055973
93	8.345586	827.206983	99.119101
94	8.339277	830.361303	99.572333
95	8.290389	854.805477	103.108005
96	8.363312	818.344171	97.849297
97	8.303576	848.211862	102.150186
98	8.333596	833.201943	99.981080
99	8.338690	830.654755	99.614533
100	8.178343	910.828297	111.370757
101	8.365240	817.380151	97.711504
102	8.347908	826.045973	98.952452
103	8.324152	837.924118	100.661802
104	8.394705	802.647524	95.613548
105	8.320620	839.689816	100.916732
106	8.292668	853.666201	102.942291
107	8.340968	829.516070	99.450817
108	8.365348	817.325995	97.703765
109	8.386257	806.871717	96.213574
110	8.407459	796.270675	94.710032
111	8.369576	815.212147	97.401849
112	8.355942	822.028929	98.376570
113	8.382481	808.759299	96.482087
114	8.399742	800.129135	95.256397
115	8.405491	797.254727	94.849280
116	8.339709	830.145729	99.541336
117	8.409682	795.158864	94.552783
118	8.394519	802.740709	95.626771
119	8.400124	799.938077	95.229319
120	8.379868	810.065812	96.668083
121	8.346996	826.502065	99.017907
122	8.387467	806.266675	96.127557
123	8.386944	806.527819	96.164680
124	8.414843	792.578471	94.188147
125	8.443095	778.452326	92.199874
126	8.409709	795.145351	94.550872
127	8.417854	791.072987	93.975612
128	8.441026	779.486841	92.345031
129	8.448012	775.994012	91.855222
130	8.452372	773.813979	91.549919
131	8.463636	768.181982	90.762644
132	8.404967	797.516471	94.886329
133	8.404068	797.965879	94.949952
134	8.415856	792.071865	94.116610
135	8.448324	775.837767	91.833330
136	8.501220	749.389846	88.150856
137	8.492459	753.770402	88.757612
138	8.483776	758.111889	89.360194
139	8.403268	798.366185	95.006635
140	8.470035	764.982439	90.316324
141	8.430703	784.648529	93.070357
142	8.482829	758.585685	89.426030
143	8.465955	767.022745	90.600858
144	8.475736	762.131843	89.919249
145	8.477268	761.365753	89.812627
146	8.486161	756.919398	89.194558
147	8.460360	769.820027	90.991404
148	8.494551	752.724631	88.612648
149	8.530798	734.601056	86.111647
