0	0.024927	23187.536482	930216.376640
1	0.024927	23187.536482	930216.376642
2	0.024927	23187.536482	930216.376642
3	0.024927	23187.536482	930216.376642
4	0.024927	23187.536482	930216.376642
5	0.024927	23187.536482	930216.376642
6	0.024927	23187.536482	930216.376642
7	0.024927	23187.536482	930216.376642
8	0.024927	23187.536482	930216.376642
9	0.024927	23187.536482	930216.376642
10	0.024927	23187.536482	930216.376642
11	0.024927	23187.536482	930216.376642
12	0.024927	23187.536482	930216.376642
13	0.024927	23187.536482	930216.376642
14	0.024927	23187.536482	930216.376642
15	0.026108	23186.946244	888133.128971
16	0.026108	23186.946244	888133.128971
17	0.026108	23186.946244	888133.128971
18	0.026108	23186.946244	888133.128971
19	0.026108	23186.946244	888133.128971
20	0.026108	23186.946244	888133.128971
21	0.026108	23186.946244	888133.128971
22	0.026108	23186.946244	888133.128971
23	0.026108	23186.946244	888133.128971
24	0.026824	23186.587885	864389.700997
25	0.027064	23186.468033	856729.415664
26	0.027064	23186.468033	856729.415664
27	0.027064	23186.468033	856729.415664
28	0.027064	23186.468033	856729.415664
29	0.027064	23186.468033	856729.415664
30	0.026626	23186.687178	870840.401607
31	0.026528	23186.735978	874046.169603
32	0.025701	23187.149627	902197.536308
33	0.025271	23187.364390	917540.341798
34	0.025568	23187.216067	906889.000903
35	0.026528	23186.735891	874040.472306
36	0.026773	23186.613640	866053.735067
37	0.027379	23186.310378	846857.191610
38	0.027711	23186.144629	836720.433923
39	0.028039	23185.980614	826925.695599
40	0.027715	23186.142312	836580.493742
41	0.027992	23186.004022	828309.553192
42	0.027992	23186.004022	828309.553192
43	0.027992	23186.004022	828309.553192
44	0.028190	23185.905070	822490.972449
45	0.027763	23186.118567	835148.612803
46	0.028133	23185.933503	824154.489854
47	0.028087	23185.956624	825512.215176
48	0.027017	23186.491471	858216.751035
49	0.026984	23186.508136	859277.392836
50	0.027418	23186.291119	845666.806830
51	0.028807	23185.596464	804857.783682
52	0.029034	23185.482791	798551.670802
53	0.028466	23185.767001	814507.460764
54	0.028095	23185.952566	825273.606313
55	0.028058	23185.971244	826373.007673
56	0.028244	23185.878146	820921.903321
57	0.028547	23185.726321	812184.675700
58	0.028054	23185.972853	826467.863954
